participant,exp,voice_pair,actor,emotion,level,contrast,stim_language,listener_group,native_stimulus,H_side,ccr_raw,score_H,rt_ms,n_replays,catch_pass,in_primary
P21,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,left,2,-2,840,0,1,1
P21,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,right,0,0,1542,0,1,1
P21,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,right,1,1,1134,0,1,1
P21,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,left,-1,1,584,0,1,1
P21,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,left,0,0,892,0,1,1
P21,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,left,1,-1,2545,0,1,1
P21,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,right,0,0,786,0,1,1
P21,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,right,1,1,1055,0,1,1
P21,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,right,1,1,543,0,1,1
P21,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,left,0,0,650,0,1,1
P21,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,left,0,0,813,0,1,1
P21,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,right,0,0,542,0,1,1
P22,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,left,0,0,1049,0,1,1
P22,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,left,2,-2,3598,0,1,1
P22,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,right,1,1,1515,0,1,1
P22,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,left,3,-3,1077,0,1,1
P22,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,right,-1,-1,1908,0,1,1
P22,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,left,-1,1,1426,0,1,1
P22,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,right,1,1,1188,0,1,1
P22,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,right,-3,-3,1568,0,1,1
P22,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,left,1,-1,2668,0,1,1
P22,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,left,-2,2,1138,0,1,1
P22,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,left,0,0,1077,0,1,1
P22,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,right,0,0,1014,0,1,1
P22,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,left,-3,3,1046,0,1,1
P22,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,left,1,-1,978,0,1,1
P22,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,right,0,0,69428,0,1,1
P22,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,right,1,1,1413,0,1,1
P22,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,left,0,0,87773,0,1,1
P22,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,right,3,3,1988,0,1,1
P22,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,right,1,1,1326,0,1,1
P22,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,left,-1,1,2790,0,1,1
P22,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,right,1,1,1694,0,1,1
P22,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,right,-1,-1,1617,0,1,1
P22,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,left,3,-3,1873,0,1,1
P22,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,left,-3,3,1584,0,1,1
P22,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,right,0,0,1932,0,1,1
P22,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,left,1,-1,1292,0,1,1
P22,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,right,2,2,1110,0,1,1
P22,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,right,2,2,1675,0,1,1
P22,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,left,0,0,1034,0,1,1
P22,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,right,-1,-1,1298,0,1,1
P22,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,right,0,0,37708,0,1,1
P22,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,left,3,-3,1470,0,1,1
P22,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,left,2,-2,1241,0,1,1
P22,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,right,2,2,1120,0,1,1
P22,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,right,0,0,3525,0,1,1
P22,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,left,-2,2,1294,0,1,1
P22,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,left,1,-1,2185,0,1,1
P22,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,right,2,2,1008,0,1,1
P22,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,right,1,1,990,0,1,1
P22,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,left,-1,1,1606,0,1,1
P22,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,left,3,-3,1922,0,1,1
P22,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,right,0,0,103765,0,1,1
P22,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,right,-1,-1,1487,0,1,1
P22,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,right,1,1,1282,0,1,1
P22,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,left,2,-2,1429,0,1,1
P22,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,right,-1,-1,1786,0,1,1
P22,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,left,1,-1,1347,0,1,1
P22,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,left,2,-2,2416,0,1,1
P22,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,right,0,0,3772,0,1,1
P22,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,right,1,1,1224,0,1,1
P22,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,left,0,0,1055,0,1,1
P22,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,left,2,-2,1516,0,1,1
P22,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,right,-2,-2,1816,0,1,1
P22,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,right,0,0,64471,0,1,1
P22,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,left,-2,2,1105,0,1,1
P22,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,right,1,1,1374,0,1,1
P22,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,right,0,0,1290,0,1,1
P22,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,left,2,-2,1399,0,1,1
P22,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,left,-1,1,1709,0,1,1
P22,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,left,1,-1,1709,0,1,1
P23,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,right,-1,-1,1867,0,1,1
P23,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,right,0,0,1669,0,1,1
P23,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,left,-1,1,2353,0,1,1
P23,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,left,-3,3,2503,0,1,1
P23,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,right,-1,-1,2742,0,1,1
P23,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,left,0,0,1428,0,1,1
P23,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,right,1,1,1577,0,1,1
P23,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,1389,0,1,1
P23,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,right,-2,-2,2077,0,1,1
P23,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,right,0,0,1753,0,1,1
P23,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,right,2,2,1350,0,1,1
P23,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,left,0,0,1397,0,1,1
P23,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,right,0,0,1901,0,1,1
P23,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,right,2,2,1020,0,1,1
P23,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,left,-2,2,1020,0,1,1
P23,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,right,1,1,1462,0,1,1
P23,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,right,-3,-3,1234,0,1,1
P23,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,right,1,1,1522,0,1,1
P23,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,left,-2,2,1698,0,1,1
P23,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,left,-3,3,1192,0,1,1
P23,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,right,1,1,2265,0,1,1
P23,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,right,1,1,1004,0,1,1
P23,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,left,-1,1,1700,0,1,1
P23,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,left,1,-1,1510,0,1,1
P23,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,right,-2,-2,1258,0,1,1
P23,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,left,1,-1,1718,0,1,1
P23,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,left,-3,3,1342,0,1,1
P23,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,right,-1,-1,2048,0,1,1
P23,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,left,-2,2,902,0,1,1
P23,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,right,2,2,1088,0,1,1
P23,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,2107,0,1,1
P23,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,left,-2,2,1048,0,1,1
P23,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,left,1,-1,2166,0,1,1
P23,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,left,-1,1,4162,0,1,1
P23,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,left,-2,2,1693,0,1,1
P23,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,right,1,1,1919,0,1,1
P23,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,left,-2,2,1186,1,1,1
P23,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,left,-2,2,1124,0,1,1
P23,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,right,-1,-1,1966,0,1,1
P23,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,left,-1,1,1545,0,1,1
P23,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,right,2,2,1192,0,1,1
P23,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,right,-1,-1,1583,0,1,1
P23,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,left,0,0,6426,0,1,1
P23,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,right,1,1,1542,1,1,1
P23,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,right,-2,-2,1628,0,1,1
P23,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,right,-3,-3,1161,1,1,1
P23,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,left,-1,1,1811,0,1,1
P23,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,right,-1,-1,2431,1,1,1
P23,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,right,-1,-1,1488,0,1,1
P23,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,right,1,1,1387,1,1,1
P23,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,left,1,-1,1660,0,1,1
P23,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,right,-1,-1,1190,0,1,1
P23,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,left,0,0,1713,0,1,1
P23,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,left,-2,2,1604,0,1,1
P23,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,left,-2,2,1095,0,1,1
P23,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,left,2,-2,1329,0,1,1
P23,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,left,1,-1,1441,0,1,1
P23,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,left,-1,1,1751,0,1,1
P23,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,right,-1,-1,1401,0,1,1
P23,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,right,1,1,1607,0,1,1
P24,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,left,1,-1,960,0,1,1
P24,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,right,-1,-1,949,0,1,1
P24,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,right,0,0,1599,0,1,1
P24,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,right,0,0,2150,0,1,1
P24,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,left,1,-1,1096,0,1,1
P24,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,right,0,0,817,0,1,1
P24,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,right,-1,-1,1079,0,1,1
P24,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,left,1,-1,873,0,1,1
P24,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,left,1,-1,1360,0,1,1
P24,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,right,0,0,1041,0,1,1
P24,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,right,-1,-1,892,0,1,1
P24,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,left,0,0,843,0,1,1
P24,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,right,-1,-1,864,0,1,1
P24,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,right,1,1,911,0,1,1
P24,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,left,-1,1,932,0,1,1
P24,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,right,-1,-1,807,0,1,1
P24,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,right,-1,-1,4404,1,1,1
P24,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,left,-1,1,673,0,1,1
P24,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,right,0,0,1995,0,1,1
P24,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,right,1,1,6856,0,1,1
P24,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,left,0,0,795,0,1,1
P24,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,left,0,0,1053,0,1,1
P24,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,left,1,-1,857,0,1,1
P24,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,right,1,1,895,0,1,1
P24,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,left,1,-1,1065,1,1,1
P24,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,left,1,-1,753,1,1,1
P24,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,right,1,1,911,1,1,1
P24,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,left,1,-1,958,0,1,1
P24,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,left,1,-1,1058,0,1,1
P24,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,left,2,-2,1758,1,1,1
P24,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,left,-1,1,891,1,1,1
P24,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,right,-1,-1,701,0,1,1
P24,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,left,1,-1,763,0,1,1
P24,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,left,1,-1,759,0,1,1
P24,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,right,-1,-1,702,0,1,1
P24,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,right,1,1,676,0,1,1
P24,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,left,-1,1,1740,3,1,1
P24,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,left,-1,1,1880,0,1,1
P24,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,right,2,2,839,0,1,1
P24,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,left,-1,1,969,0,1,1
P24,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,right,1,1,923,0,1,1
P24,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,right,1,1,1070,0,1,1
P24,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,right,1,1,2356,0,1,1
P24,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,right,-1,-1,1344,0,1,1
P24,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,left,0,0,1721,0,1,1
P24,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,left,-1,1,1432,0,1,1
P24,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,right,1,1,1007,0,1,1
P24,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,right,1,1,1037,1,1,1
P24,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,left,1,-1,1112,0,1,1
P24,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,left,-1,1,909,0,1,1
P24,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,right,1,1,887,0,1,1
P24,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,left,1,-1,865,0,1,1
P24,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,left,1,-1,1057,2,1,1
P24,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,right,-1,-1,1742,0,1,1
P24,2,cn_esd0002_short3_ang,,ang,cn,L_vs_E@cn,cn,en,0,right,-1,-1,1060,2,1,1
P24,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,left,-1,1,1377,0,1,1
P24,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,left,-1,1,1384,2,1,1
P24,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,left,1,-1,1234,0,1,1
P24,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,right,1,1,1713,0,1,1
P24,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,right,-2,-2,2213,0,1,1
P25,1,rav14_hap,rav14,hap,normal,H_vs_E@normal,en,en,1,right,0,0,1543,0,1,1
P25,1,rav18_dis,rav18,dis,strong,H_vs_R@strong,en,en,1,left,1,-1,1383,0,1,1
P25,1,rav18_dis,rav18,dis,strong,H_vs_E@strong,en,en,1,right,-1,-1,8855,0,1,1
P25,1,rav12_fea_r2,rav12,fear,strong,H_vs_R@strong,en,en,1,right,1,1,1342,0,1,1
P25,1,rav08_ang,rav08,ang,strong,H_vs_E@strong,en,en,1,left,-2,2,991,0,1,1
P25,1,rav10_fea,rav10,fear,normal,H_vs_E@normal,en,en,1,right,0,0,3431,0,1,1
P25,1,rav02_dis,rav02,dis,strong,H_vs_E@strong,en,en,1,right,1,1,1567,0,1,1
P25,1,rav10_fea,rav10,fear,strong,H_vs_E@strong,en,en,1,right,1,1,967,0,1,1
P25,1,rav06_ang,rav06,ang,normal,H_vs_E@normal,en,en,1,right,0,0,1554,0,1,1
P25,1,rav02_ang,rav02,ang,normal,H_vs_E@normal,en,en,1,left,1,-1,2879,0,1,1
P25,1,rav08_ang,rav08,ang,strong,H_vs_R@strong,en,en,1,right,-1,-1,1174,0,1,1
P25,1,rav04_hap,rav04,hap,normal,H_vs_E@normal,en,en,1,left,0,0,788,0,1,1
P25,1,rav12_fea_r2,rav12,fear,strong,H_vs_E@strong,en,en,1,left,-2,2,949,0,1,1
P25,1,rav16_hap,rav16,hap,normal,H_vs_E@normal,en,en,1,left,1,-1,3805,0,1,1
P25,1,rav24_dis,rav24,dis,strong,H_vs_R@strong,en,en,1,left,-1,1,795,0,1,1
P25,1,rav16_hap,rav16,hap,strong,H_vs_R@strong,en,en,1,right,1,1,2058,0,1,1
P25,1,rav20_fea_r2,rav20,fear,strong,H_vs_E@strong,en,en,1,left,-1,1,1015,0,1,1
P25,1,rav18_dis,rav18,dis,normal,H_vs_E@normal,en,en,1,right,0,0,3188,0,1,1
P25,1,rav24_dis,rav24,dis,strong,H_vs_E@strong,en,en,1,right,1,1,893,0,1,1
P25,1,rav06_ang,rav06,ang,strong,H_vs_R@strong,en,en,1,left,1,-1,1652,0,1,1
P25,1,rav04_hap,rav04,hap,strong,H_vs_R@strong,en,en,1,right,0,0,1083,0,1,1
P25,1,rav12_fea_r2,rav12,fear,normal,H_vs_E@normal,en,en,1,left,0,0,759,0,1,1
P25,1,rav14_hap,rav14,hap,strong,H_vs_R@strong,en,en,1,left,-1,1,1030,0,1,1
P25,1,rav10_fea,rav10,fear,strong,H_vs_R@strong,en,en,1,left,1,-1,1577,0,1,1
P25,1,rav04_hap,rav04,hap,strong,H_vs_E@strong,en,en,1,left,-1,1,878,0,1,1
P25,1,rav24_dis,rav24,dis,normal,H_vs_E@normal,en,en,1,right,0,0,915,0,1,1
P25,1,rav06_ang,rav06,ang,strong,H_vs_E@strong,en,en,1,right,-2,-2,3143,0,1,1
P25,1,rav02_dis,rav02,dis,normal,H_vs_E@normal,en,en,1,right,2,2,815,0,1,1
P25,1,rav14_hap,rav14,hap,strong,H_vs_E@strong,en,en,1,right,0,0,2780,0,1,1
P25,1,rav02_ang,rav02,ang,strong,H_vs_E@strong,en,en,1,left,0,0,3470,0,1,1
P25,1,rav02_dis,rav02,dis,strong,H_vs_R@strong,en,en,1,left,1,-1,2196,0,1,1
P25,1,rav20_fea_r2,rav20,fear,normal,H_vs_E@normal,en,en,1,left,0,0,991,0,1,1
P25,1,rav20_fea_r2,rav20,fear,strong,H_vs_R@strong,en,en,1,right,1,1,1934,0,1,1
P25,1,rav16_hap,rav16,hap,strong,H_vs_E@strong,en,en,1,left,1,-1,695,0,1,1
P25,1,rav02_ang,rav02,ang,strong,H_vs_R@strong,en,en,1,right,-1,-1,1833,0,1,1
P25,1,rav08_ang,rav08,ang,normal,H_vs_E@normal,en,en,1,left,-1,1,1564,0,1,1
P25,1,rav10_fea,rav10,fear,strong,mute:H_vs_E@strong,en,en,1,left,0,0,1448,0,1,1
P25,1,rav16_hap,rav16,hap,strong,mute:H_vs_E@strong,en,en,1,right,2,2,736,0,1,1
P25,1,rav06_ang,rav06,ang,strong,mute:H_vs_E@strong,en,en,1,right,2,2,790,0,1,1
P25,1,rav20_fea_r2,rav20,fear,strong,mute:H_vs_E@strong,en,en,1,right,1,1,742,0,1,1
P25,1,rav04_hap,rav04,hap,strong,mute:H_vs_E@strong,en,en,1,left,1,-1,874,0,1,1
P25,1,rav18_dis,rav18,dis,strong,mute:H_vs_E@strong,en,en,1,left,1,-1,771,0,1,1
P25,2,en_sad_short_sentence,,sad,en,L_vs_Lrev@en,en,en,1,left,0,0,2148,0,1,1
P25,2,cn_esd0002_short3_ang,,ang,cn,L_vs_Lrev@cn,cn,en,0,right,0,0,1193,0,1,1
P25,2,en_sad_short_sentence,,sad,en,L_vs_E@en,en,en,1,right,0,0,795,0,1,1
P25,2,jp_hap_short_sentence,,hap,jp,L_vs_E@jp,jp,en,0,right,-1,-1,695,0,1,1
P25,2,cn_esd0002_short3_sad,,sad,cn,L_vs_E@cn,cn,en,0,left,-1,1,651,0,1,1
P25,2,en_hap_short_sentence,,hap,en,L_vs_Lrev@en,en,en,1,right,0,0,1472,0,1,1
P25,2,jp_ang_short_sentence,,ang,jp,L_vs_E@jp,jp,en,0,left,1,-1,863,0,1,1
P25,2,en_hap_short_sentence,,hap,en,L_vs_E@en,en,en,1,left,0,0,1779,0,1,1
P25,2,jp_sad_short_sentence,,sad,jp,L_vs_Lrev@jp,jp,en,0,right,-1,-1,1291,0,1,1
P25,2,cn_esd0002_short3_hap,,hap,cn,L_vs_E@cn,cn,en,0,right,0,0,429,0,1,1
P25,2,en_ang_short_sentence,,ang,en,L_vs_Lrev@en,en,en,1,left,1,-1,941,0,1,1
P25,2,jp_hap_short_sentence,,hap,jp,L_vs_Lrev@jp,jp,en,0,left,-2,2,602,0,1,1
P25,2,cn_esd0002_short3_sad,,sad,cn,L_vs_Lrev@cn,cn,en,0,right,0,0,621,0,1,1
P25,2,jp_ang_short_sentence,,ang,jp,L_vs_Lrev@jp,jp,en,0,right,0,0,991,0,1,1
P25,2,cn_esd0002_short3_hap,,hap,cn,L_vs_Lrev@cn,cn,en,0,left,0,0,837,0,1,1
P25,2,en_ang_short_sentence,,ang,en,L_vs_E@en,en,en,1,right,0,0,1152,0,1,1
P25,2,jp_sad_short_sentence,,sad,jp,L_vs_E@jp,jp,en,0,left,-2,2,836,0,1,1
